"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x826550886407294980","x1327623340438249473",2020-11-14 14:44:05,"stephenjonesRC","Ride Like a Girl | Lee Craigie | TEDxGlasgow https://t.co/wKylQ5drZJ via @YouTube","Twitter Web App",81,,,,FALSE,FALSE,0,0,,,,,"youtu.be/IC8K8U2_Ipg","https://t.co/wKylQ5drZJ","https://youtu.be/IC8K8U2_Ipg",,,,,,,,,"x10228272","YouTube","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/stephenjonesRC/status/1327623340438249473","Stephen Jones","Wrexham, Wales","Welshman who loves Cycling, Politics, Architecture and.... ALL THINGS WELSH!! (except for tv show 'the valleys' no one likes that rubbish!!).",,FALSE,36,124,0,337,748,2017-01-31 22:01:02,FALSE,,,,"https://pbs.twimg.com/profile_banners/826550886407294980/1605227516",,"http://pbs.twimg.com/profile_images/1327047271226241029/o36umZ0V_normal.jpg"
"x1242420473348186113","x1327557132246536192",2020-11-14 10:20:59,"QiOlsen","@anandMenon1 @TEDxGlasgow so many opportunities missed, and now it's much too late","Twitter Web App",56,"x1143052415782010882","x107398834","anandMenon1",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x107398834 x444865228","anandMenon1 TEDxGlasgow","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/QiOlsen/status/1327557132246536192","Stine Olsen Qi London 🇩🇰🇬🇭🇬🇧","London UK","Admin Manager, actor, #TCK & knowledge junkie 
https://t.co/fDaHq1FwzB
#investments #finance #economy #sustainability #transparency #mentalhealth #diversity","https://t.co/r76f9CGo7x",FALSE,147,644,0,1837,9807,2020-03-24 11:58:33,FALSE,"https://t.co/r76f9CGo7x","http://www.quant-insight.com",,"https://pbs.twimg.com/profile_banners/1242420473348186113/1605115367",,"http://pbs.twimg.com/profile_images/1326576108494532614/MH4z24k1_normal.jpg"
"x194968905","x1327550982901936129",2020-11-14 09:56:33,"MartynChalk","Hot off the press, my @TEDxGlasgow  talk on how to fix Britain. Scariest 12 minutes of my life. If only for that reason, please, please share it.... https://t.co/wzyzKALmwT","Twitter for iPhone",140,,,,FALSE,TRUE,0,779,,,,,,,,,,,,,,,,"x107398834 x444865228","anandMenon1 TEDxGlasgow","en",,,,,,,,,,,,,,,,"x1143052415782010882","Hot off the press, my @TEDxGlasgow  talk on how to fix Britain. Scariest 12 minutes of my life. If only for that reason, please, please share it.... https://t.co/wzyzKALmwT",2019-06-24 07:05:07,"Hootsuite Inc.",1543,779,"x107398834","anandMenon1","Anand Menon",49567,3870,70809,"","Director @ukandeu Bitter and twisted observer of politics. ‘Expert’. 'Slightly matey politics don' (Q. Letts) Malbec please; #lufc anand.menon@kcl.ac.uk",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MartynChalk/status/1327550982901936129","Chalky Esq. 3.5%","Oxford","Full-Time Film-Maker. Film-Junky. Film-Geek. Life-Long Saints-Nut. Vegan: animal lover not eater. Cowleywood, Cowleyfornia... Oxford, EU!","https://t.co/PJqkqngYja",FALSE,734,688,29,26225,33588,2010-09-25 13:14:11,FALSE,"https://t.co/PJqkqngYja","http://www.chalkstar.co.uk",,"https://pbs.twimg.com/profile_banners/194968905/1540055583","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1297125023174529024/h_xITLrn_normal.jpg"
"x141236260","x1326810831389159425",2020-11-12 08:55:27,"bluem00njan","Just completed my pledge to switch my energy supplier to a green energy company. This will reduce my carbon pollution by 49 kg!! ☑️

Why not take a pledge to have a direct impact on carbon pollution🌳🌏

https://t.co/Tcx0Dl0z1y

#TEDxGlaClimate","Twitter for iPhone",140,,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,,,"x1202260993331650560","jesssparish","en",,,,,,,,,,,,,,,,"x1326542581157621768","Just completed my pledge to switch my energy supplier to a green energy company. This will reduce my carbon pollution by 49 kg!! ☑️

Why not take a pledge to have a direct impact on carbon pollution🌳🌏

https://t.co/Tcx0Dl0z1y

#TEDxGlaClimate",2020-11-11 15:09:31,"Twitter Web App",1,1,"x1202260993331650560","jesssparish","Jess Parish",175,740,247,"Edinburgh, Scotland","Project Manager at NHS NSS - Colon Capsule Endoscopy Implementation | Volunteer TedxGlasgow PM | Edinburgh. Views are my own",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/bluem00njan/status/1326810831389159425","Jan Parish","east yorks","love travelling, running, politics and mcfc 💙💙",,FALSE,101,566,1,2671,6400,2010-05-07 14:38:19,FALSE,,,,"https://pbs.twimg.com/profile_banners/141236260/1560692756","http://abs.twimg.com/images/themes/theme11/bg.gif","http://pbs.twimg.com/profile_images/915181823809982464/jlv-eNua_normal.jpg"
"x476339680","x1326618190806388737",2020-11-11 20:09:58,"marieehernandez","@TechDchs @circulareconomy @ThisIsEng @Tomorrows_Eng @Drummond_CHS @BeYonderLtd @be_daydream @DesignVentura @BBCScotLearn @DYWEdinMidEast @BenMacpherson The workplace so it becomes a place where we focus on our strengths and where (in the words of @BrewDogJames in his @TEDxGlasgow) we bring the outside inside","Twitter for iPhone",157,"x1326469366876172288","x3300252491","TechDchs",FALSE,FALSE,3,0,,,,,,,,,,,,,,,,"x3300252491 x189134186 x936241515331977217 x273405670 x342953548 x1911712772 x966610306356121600 x558433570 x3223866177 x4857726051 x65471427 x20548710 x444865228","TechDchs circulareconomy ThisIsEng Tomorrows_Eng Drummond_CHS BeYonderLtd be_daydream DesignVentura BBCScotLearn DYWEdinMidEast BenMacpherson BrewDogJames TEDxGlasgow","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/marieehernandez/status/1326618190806388737","Marie Hernandez","Edinburgh","HR Professional | Art & Culture | Travel | Friends | Equality & Justice | Brothers Hernandez | Edinburgh based Glaswegian via NYC & London Personal views",,FALSE,553,1540,6,4230,16524,2012-01-28 01:23:52,FALSE,,,,"https://pbs.twimg.com/profile_banners/476339680/1429827223","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1310260095473811457/wGOdaNDZ_normal.jpg"
"x1202260993331650560","x1326542581157621768",2020-11-11 15:09:31,"jesssparish","Just completed my pledge to switch my energy supplier to a green energy company. This will reduce my carbon pollution by 49 kg!! ☑️

Why not take a pledge to have a direct impact on carbon pollution🌳🌏

https://t.co/Tcx0Dl0z1y

#TEDxGlaClimate","Twitter Web App",242,,,,FALSE,FALSE,1,1,,,"TEDxGlaClimate",,"steps.count-us-in.org/businesses/ted…","https://t.co/Tcx0Dl0z1y","https://steps.count-us-in.org/businesses/tedx/campaigns/tedxglasgow/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/jesssparish/status/1326542581157621768","Jess Parish","Edinburgh, Scotland","Project Manager at NHS NSS - Colon Capsule Endoscopy Implementation | Volunteer TedxGlasgow PM | Edinburgh. Views are my own",,FALSE,175,740,0,247,757,2019-12-04 16:19:05,FALSE,,,,"https://pbs.twimg.com/profile_banners/1202260993331650560/1575477635",,"http://pbs.twimg.com/profile_images/1276227539112022018/Ob4PMr0r_normal.jpg"
"x1285303045","x1326480063781597187",2020-11-11 11:01:06,"bigmattmck","Hot off the press, my @TEDxGlasgow  talk on how to fix Britain. Scariest 12 minutes of my life. If only for that reason, please, please share it.... https://t.co/wzyzKALmwT","Twitter for iPhone",140,,,,FALSE,TRUE,0,779,,,,,,,,,,,,,,,,"x107398834 x444865228","anandMenon1 TEDxGlasgow","en",,,,,,,,,,,,,,,,"x1143052415782010882","Hot off the press, my @TEDxGlasgow  talk on how to fix Britain. Scariest 12 minutes of my life. If only for that reason, please, please share it.... https://t.co/wzyzKALmwT",2019-06-24 07:05:07,"Hootsuite Inc.",1543,779,"x107398834","anandMenon1","Anand Menon",49567,3870,70809,"","Director @ukandeu Bitter and twisted observer of politics. ‘Expert’. 'Slightly matey politics don' (Q. Letts) Malbec please; #lufc anand.menon@kcl.ac.uk",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/bigmattmck/status/1326480063781597187","Matt McKinley","","",,FALSE,112,795,0,1276,2532,2013-03-21 07:05:50,FALSE,,,,"https://pbs.twimg.com/profile_banners/1285303045/1593936247","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1067115498112978944/lp76wSJP_normal.jpg"
"x250307993","x1326222614206033924",2020-11-10 17:58:05,"inverkip521","What causes wellness | Sir Harry Burns | TEDxGlasgow https://t.co/DKBuEKpMr8 reminding us we need a compassion that stands in awe at the burden the poor carry not in judgement at the way they carry them.
@nurtureuktweets","Twitter Web App",220,,,,FALSE,FALSE,2,0,,,,,"youtu.be/yEh3JG74C6s","https://t.co/DKBuEKpMr8","https://youtu.be/yEh3JG74C6s",,,,,,,,,"x1704354864","nurtureuktweets","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/inverkip521/status/1326222614206033924","Julie Hall","Inverclyde, Scotland","Educationalist and Trainer focus being health, wellbeing and positive relationships in school. Passionate about Nurture, done it, believe it. Views my own.",,FALSE,430,453,2,3854,6732,2011-02-10 20:57:35,FALSE,,,,"https://pbs.twimg.com/profile_banners/250307993/1494019167","http://abs.twimg.com/images/themes/theme2/bg.gif","http://pbs.twimg.com/profile_images/825687265569599488/4l6Ntzos_normal.jpg"
"x250307993","x1326215652533821442",2020-11-10 17:30:26,"inverkip521","Understanding anger in an age of outrage | Darren McGarvey | TEDxGlasgow https://t.co/yiKwG7Lo7r via @YouTube Crucial to understanding ourselves and our pupils. @nurtureuktweets Darren's words on the ubiquitous effect of traumatic stress in every area of a person's life.","Twitter Web App",271,,,,FALSE,FALSE,3,0,,,,,"youtu.be/Zoo_41mo1Ds","https://t.co/yiKwG7Lo7r","https://youtu.be/Zoo_41mo1Ds",,,,,,,,,"x10228272 x1704354864","YouTube nurtureuktweets","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/inverkip521/status/1326215652533821442","Julie Hall","Inverclyde, Scotland","Educationalist and Trainer focus being health, wellbeing and positive relationships in school. Passionate about Nurture, done it, believe it. Views my own.",,FALSE,430,453,2,3854,6732,2011-02-10 20:57:35,FALSE,,,,"https://pbs.twimg.com/profile_banners/250307993/1494019167","http://abs.twimg.com/images/themes/theme2/bg.gif","http://pbs.twimg.com/profile_images/825687265569599488/4l6Ntzos_normal.jpg"
"x746595851863154688","x1326222320038514688",2020-11-10 17:56:55,"australianlead","""The mindset for a new #prosperity""

Worth watching!   #Australian #sustainability leader @TerryAHearn @ScottishEPA ""The mindset for a new #prosperity"" @TEDxGlasgow https://t.co/u5U3P3x28B","Commun.it Intelligence",188,,,,FALSE,FALSE,0,0,,,"prosperity Australian sustainability prosperity",,"australianleadership.blogspot.com.au/2017/06/the-mi…","https://t.co/u5U3P3x28B","http://australianleadership.blogspot.com.au/2017/06/the-mindset-for-new-prosperity.html",,,,,,,,,"x556870868 x117041424 x444865228","TerryAHearn ScottishEPA TEDxGlasgow","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/australianlead/status/1326222320038514688","AustralianLeadership","Australia","The Australian Leadership Project - https://t.co/vsIusgeGSM ""Celebrating, understanding and improving Australian Leadership""","https://t.co/vsIusgeGSM",FALSE,3061,2968,96,11986,12709,2016-06-25 06:48:17,FALSE,"https://t.co/vsIusgeGSM","http://www.australianleadership.com",,"https://pbs.twimg.com/profile_banners/746595851863154688/1505935474","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/910585370340769792/mIuLwb4O_normal.jpg"
