"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x986197408085368833","x1329070359652364288",2020-11-18 14:34:01,"angusfife","Grateful to have Prof @jasonleitch sharing with us online this Friday at 2pm. Here's a @TEDxGlasgow talk he gave on the importance of compassionate care. Lots that resonates with the vision behind the palliative care centre of excellence in Nepal. https://t.co/31t3Y1kdJz","Twitter for Android",140,,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,,,"x52689720 x19740854 x444865228","emmsintnl jasonleitch TEDxGlasgow","en",,,,,,,,,,,,,,,,"x1329062030133895169","Grateful to have Prof @jasonleitch sharing with us online this Friday at 2pm. Here's a @TEDxGlasgow talk he gave on the importance of compassionate care. Lots that resonates with the vision behind the palliative care centre of excellence in Nepal. https://t.co/31t3Y1kdJz",2020-11-18 14:00:55,"Hootsuite Inc.",1,1,"x52689720","emmsintnl","EMMS International",787,666,1718,"Edinburgh, Scotland","We are a Christian international #healthcare charity transforming the lives of some of the poorest people in #Malawi, #Nepal and #India.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/angusfife/status/1329070359652364288","Angus McLeod","Fife, Scotland","Sage, Charity Trustee, Facilitator, Greyhound lover and Traybake Connoisseur",,FALSE,22,40,0,160,305,2018-04-17 10:59:19,FALSE,,,,,,"http://pbs.twimg.com/profile_images/986202177634033664/8XIhlnYh_normal.jpg"
"x52689720","x1329062030133895169",2020-11-18 14:00:55,"emmsintnl","Grateful to have Prof @jasonleitch sharing with us online this Friday at 2pm. Here's a @TEDxGlasgow talk he gave on the importance of compassionate care. Lots that resonates with the vision behind the palliative care centre of excellence in Nepal. https://t.co/31t3Y1kdJz","Hootsuite Inc.",271,,,,FALSE,FALSE,1,1,,,,,"youtu.be/H_Z1ZvjlKDE","https://t.co/31t3Y1kdJz","https://youtu.be/H_Z1ZvjlKDE",,,,,,,,,"x19740854 x444865228","jasonleitch TEDxGlasgow","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/emmsintnl/status/1329062030133895169","EMMS International","Edinburgh, Scotland","We are a Christian international #healthcare charity transforming the lives of some of the poorest people in #Malawi, #Nepal and #India.","https://t.co/9BfXzXDFP5",FALSE,787,666,34,1718,435,2009-07-01 10:38:51,FALSE,"https://t.co/9BfXzXDFP5","http://www.emms.org",,"https://pbs.twimg.com/profile_banners/52689720/1606045577","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/3245130723/fc11c63c0a91f1bf515ed3aec3152f32_normal.jpeg"
"x95896290","x1329061923980193795",2020-11-18 14:00:30,"marketingsocSCO","“If you want something that doesn’t exist, you have two choices. Either you do without, or you build it yourself.”

Under 2 weeks till we join this man ⬇️ at our St Andrew’s Day celebration. Check out @AmarLatif_’s inspiring @TEDxGlasgow talk below!

https://t.co/j1PfIZcWWX","Sprout Social",274,,,,FALSE,FALSE,1,0,,,,,"bit.ly/3fmMRO1","https://t.co/j1PfIZcWWX","https://bit.ly/3fmMRO1",,,,,,,,,"x828621344707338240 x444865228","AmarLatif_ TEDxGlasgow","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/marketingsocSCO/status/1329061923980193795","Marketing Society Scotland","Scotland","Our vision is to build a vibrant marketing community renowned for enlightened thinking, innovation and creativity. HQ @themarketingsoc","https://t.co/KOLkFw0KZ3",FALSE,5329,2953,100,10023,4007,2009-12-10 13:02:43,FALSE,"https://t.co/KOLkFw0KZ3","https://marketingsociety.com/region/scotland",,"https://pbs.twimg.com/profile_banners/95896290/1559775291","http://abs.twimg.com/images/themes/theme18/bg.gif","http://pbs.twimg.com/profile_images/1136562346141388800/MAPLvfj1_normal.jpg"
"x1001846696958185472","x1329018202492383232",2020-11-18 11:06:46,"supportthegoals","On the 25th November at 1pm we'll join forces with @TEDxGlasgow for a FREE webinar about a new global initiative 'Count Us In' and learn 16 practical steps to how your business can reduce your carbon footprint.
To register go to https://t.co/3RLFzUxSK2
#webinar #climatechange","TweetDeck",276,,,,FALSE,FALSE,0,0,,,"webinar climatechange",,"eventbrite.co.uk/e/tedx-glasgow…","https://t.co/3RLFzUxSK2","https://www.eventbrite.co.uk/e/tedx-glasgow-and-support-the-goals-count-us-in-tickets-129144794557",,,,,,,,,"x444865228","TEDxGlasgow","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/supportthegoals/status/1329018202492383232","Support the Goals","United Kingdom","Support the Goals is an initiative to rate and recognise the businesses that support the UN Global Goals.","https://t.co/H0wdZNbp93",FALSE,1684,4920,19,1900,1164,2018-05-30 15:24:00,FALSE,"https://t.co/H0wdZNbp93","http://www.supportthegoals.org",,"https://pbs.twimg.com/profile_banners/1001846696958185472/1576782648","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1207740074571567104/ug2-s2MQ_normal.jpg"
"x746595851863154688","x1328762106032885761",2020-11-17 18:09:07,"australianlead","""The mindset for a new #prosperity""

Worth watching!   #Australian #sustainability leader @TerryAHearn @ScottishEPA ""The mindset for a new #prosperity"" @TEDxGlasgow https://t.co/u5U3P3x28B","Commun.it Intelligence",188,,,,FALSE,FALSE,0,0,,,"prosperity Australian sustainability prosperity",,"australianleadership.blogspot.com.au/2017/06/the-mi…","https://t.co/u5U3P3x28B","http://australianleadership.blogspot.com.au/2017/06/the-mindset-for-new-prosperity.html",,,,,,,,,"x556870868 x117041424 x444865228","TerryAHearn ScottishEPA TEDxGlasgow","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/australianlead/status/1328762106032885761","AustralianLeadership","Australia","The Australian Leadership Project - https://t.co/vsIusgeGSM ""Celebrating, understanding and improving Australian Leadership""","https://t.co/vsIusgeGSM",FALSE,3064,2969,96,12080,12745,2016-06-25 06:48:17,FALSE,"https://t.co/vsIusgeGSM","http://www.australianleadership.com",,"https://pbs.twimg.com/profile_banners/746595851863154688/1505935474","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/910585370340769792/mIuLwb4O_normal.jpg"
"x4099950197","x1328718853543702529",2020-11-17 15:17:15,"StMoBusEd","We're back, a few tweaks made to our business plan and some great masterclasses today we can't wait to present in December!! @TEDxGlasgow @DigiInventors @StMoBusEd #climatechange #oceanrevolution https://t.co/2YnouqyAPZ","Twitter for iPhone",140,,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,,,"x1192047420928090114","OceanRev2","en",,,,,,,,,,,,,,,,"x1328718221797711876","We're back, a few tweaks made to our business plan and some great masterclasses today we can't wait to present in December!! @TEDxGlasgow @DigiInventors @StMoBusEd #climatechange #oceanrevolution https://t.co/2YnouqyAPZ",2020-11-17 15:14:45,"Twitter for Android",4,1,"x1192047420928090114","OceanRev2","Ocean Revolution",15,18,5,"","A mobile eco-friendly food and drink truck",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/StMoBusEd/status/1328718853543702529","Mr McAloon","Cumbernauld, Scotland","Keeping you up to date with the latest news from our Business Education Department @St_Maurice_High.","https://t.co/BExshlseGr",FALSE,830,376,8,1280,2669,2015-11-02 21:19:01,FALSE,"https://t.co/BExshlseGr","http://www.st-maurices.n-lanark.sch.uk/",,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1240776491962707969/0Voh0aFL_normal.jpg"
"x1192047420928090114","x1328718221797711876",2020-11-17 15:14:45,"OceanRev2","We're back, a few tweaks made to our business plan and some great masterclasses today we can't wait to present in December!! @TEDxGlasgow @DigiInventors @StMoBusEd #climatechange #oceanrevolution https://t.co/2YnouqyAPZ","Twitter for Android",195,,,,TRUE,FALSE,4,1,,,"climatechange oceanrevolution",,"twitter.com/StMoBusEd/stat…","https://t.co/2YnouqyAPZ","https://twitter.com/StMoBusEd/status/1328716229587185666",,,,,,,,,"x444865228 x802200298861301761 x4099950197","TEDxGlasgow DigiInventors StMoBusEd","en","x1328716229587185666","🌏 Delighted to participate in the Digi Inventors Bootcamp today. Our S4 pupils developed their business plan, using interactive technology to share and collaborate with industry experts. We are excited to return for the final in December! @St_Maurice_High @DigiInventors https://t.co/sx3RvH21cN",2020-11-17 15:06:50,"Twitter for iPhone",28,1,"x4099950197","StMoBusEd","Mr McAloon",830,376,1280,"Cumbernauld, Scotland","Keeping you up to date with the latest news from our Business Education Department @St_Maurice_High.",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/OceanRev2/status/1328718221797711876","Ocean Revolution","","A mobile eco-friendly food and drink truck",,FALSE,15,18,0,5,16,2019-11-06 11:54:02,FALSE,,,,"https://pbs.twimg.com/profile_banners/1192047420928090114/1573041418",,"http://pbs.twimg.com/profile_images/1192077050217189376/5QytvQnU_normal.jpg"
"x871862459421925376","x1328304756222283776",2020-11-16 11:51:47,"Triciagreig2","@anandMenon1 @TEDxGlasgow At least it wasn’t Glasgow ‘Empire’ That stage been the death of many. Des O’Connor feigned a faint to get off.","Twitter for iPhone",111,"x1143052415782010882","x107398834","anandMenon1",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x107398834 x444865228","anandMenon1 TEDxGlasgow","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Triciagreig2/status/1328304756222283776","Tricia greig","United Kingdom","The Natural World in all its myriad forms. EU/Scot. Was British ‘til Brexit & Tory rule Scotland 62% remain Curious about all sorts. Lighthearted.",,FALSE,1601,5001,0,12929,57214,2017-06-05 22:53:03,FALSE,,,,"https://pbs.twimg.com/profile_banners/871862459421925376/1592304136",,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x107398834","x1328299040036040704",2020-11-16 11:29:04,"anandMenon1","@zcobb @TEDxGlasgow Thanks so much!","Twitter for iPhone",15,"x1328298843847467011","x15508710","zcobb",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x15508710 x444865228","zcobb TEDxGlasgow","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/anandMenon1/status/1328299040036040704","Anand Menon","","Director @ukandeu Bitter and twisted observer of politics. ‘Expert’. 'Slightly matey politics don' (Q. Letts) Malbec please; #lufc anand.menon@kcl.ac.uk","https://t.co/NtwHMGvCnH",FALSE,49634,3889,707,70978,71690,2010-01-22 12:37:12,TRUE,"https://t.co/NtwHMGvCnH","http://www.ukandeu.ac.uk",,"https://pbs.twimg.com/profile_banners/107398834/1559838699","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1155744891135299584/TpVDsHZj_normal.jpg"
"x107398834","x1328298290547470336",2020-11-16 11:26:05,"anandMenon1","@JoRichardsKent @TEDxGlasgow @ukesif @TomTugendhat Don’t be polite. This is Twitter 😉","Twitter for iPhone",34,"x1328297326390235144","x419927046","JoRichardsKent",FALSE,FALSE,3,0,,,,,,,,,,,,,,,,"x419927046 x444865228 x1137746945382998021 x2173779986","JoRichardsKent TEDxGlasgow ukesif TomTugendhat","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/anandMenon1/status/1328298290547470336","Anand Menon","","Director @ukandeu Bitter and twisted observer of politics. ‘Expert’. 'Slightly matey politics don' (Q. Letts) Malbec please; #lufc anand.menon@kcl.ac.uk","https://t.co/NtwHMGvCnH",FALSE,49634,3889,707,70978,71690,2010-01-22 12:37:12,TRUE,"https://t.co/NtwHMGvCnH","http://www.ukandeu.ac.uk",,"https://pbs.twimg.com/profile_banners/107398834/1559838699","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1155744891135299584/TpVDsHZj_normal.jpg"
